ID;Tweet;Keluhan;Respon;Bukan Keluhan/Respon;Kategori;Topik Umum; Topik Spesifik;Lokasi;Waktu 
6,80278E+17;RT @vivi200679: @bmsyaban @ridwankamil @Satpolppbdg blh tuh pak,taroh petugas di pinggir jalan layang pasteur dpn makam.motor pasti lewat p…;;;l;l;Bukan Keluhan;-;-;-
6,80282E+17;@KelPalasari @KecamatanCibiru @PDKEBERSIHAN @rt03plscibiru @BDGcleanaction Rutinitas SelasaJumat ambil sampah https://t.co/CqRBKBplaK;;;l;l;Bukan Keluhan;-;-;-
6,80285E+17;RT @PRFMnews: 10.52: cc: @rescue_damkar RT @IndraKarmaka: kebakaran jl.moh.toha.blm ada damkar https://t.co/ZLOv42kvD0;;;l;l;Infrastruktur;kebakaran;Jalan Moh. Toha;-
6,80285E+17;@ridwankamil Pintu keluar GT Toha traffic lightnya sering mati, jln jd semrawut ada pak polisi (cont) https://t.co/Pe2i13Gdiw;k;;;k;Perhubungan;lampu lalu lintas;Gerbang Tol Toha;-
6,80289E+17;RT @vivi200679: pgn cpt naik cable car biar ga ketemu angkot yg supirnya ga mau berenti ngerokok!! @ridwankamil @PRFMnews @BDGcleanaction @…;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";merokok di tempat umum;di dalam angkot;-
6,8029E+17;"RT @vivi200679: @kangsodiq: Perlu ada @Satpolppbdg yg standby msh byk yg merokok sembarangan.. Puntung rokok dmn2 https://t.co/oLGaNNm3W5""…""";k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";merokok di tempat umum;-;-
6,8029E+17;RT @pdkebersihanbdg: Bersih, nyaman dan tertib #BandungBersih mari jaga kebersihan, buang sampah pd tempatnya cc @ridwankamil @OdedMD https…;;;l;l;Bukan Keluhan;-;-;-
6,8029E+17;RT @pdkebersihanbdg: Bersih, nyaman dan tertib #BandungBersih mari jaga kebersihan, buang sampah pd tempatnya cc @ridwankamil @OdedMD https…;;;l;l;Bukan Keluhan;-;-;-
6,8029E+17;RT @pdkebersihanbdg: Bersih, nyaman dan tertib #BandungBersih mari jaga kebersihan, buang sampah pd tempatnya cc @ridwankamil @OdedMD https…;;;l;l;Bukan Keluhan;-;-;-
6,80291E+17;RT @rw08palcbr: @KelPalasari @KecamatanCibiru @PDKEBERSIHAN @rt03plscibiru @BDGcleanaction Rutinitas SelasaJumat ambil sampah https://t.co/…;;;l;l;Bukan Keluhan;-;-;-
6,80291E+17;RT @superulil: Avanza F 1636 SK ini kepergok 2x buang sampah d tol pasteur. Beli tempat sampah woy! 👎👎 cc: @infobdg @ridwankamil https://t.…;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";buang sampah sembarangan;Tol Pasteur;-
6,80292E+17;@ridwankamil misi pak, Saya lagi di bandung melihat banyak eksploitasi monyet dengan topeng monyet. Kasian pak monyetnya di tarik2 begitu 😊;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";topeng monyet;-;-
6,80294E+17;RT @pdkebersihanbdg: Bersih, nyaman dan tertib #BandungBersih mari jaga kebersihan, buang sampah pd tempatnya cc @ridwankamil @OdedMD https…;;;l;l;Bukan Keluhan;-;-;-
6,80296E+17;@ridwankamil pa ari ayeuna nu ka bandung urg mana wae.??? Macet pa se'eur plat B. Upami liburana ngarangge kendaraan umum mah sigana sae pa.;;;l;l;Perhubungan;kemacetan;-;-
6,80296E+17;RT @pdkebersihanbdg: Bersih, nyaman dan tertib #BandungBersih mari jaga kebersihan, buang sampah pd tempatnya cc @ridwankamil @OdedMD https…;;;l;l;Bukan Keluhan;-;-;-
6,80299E+17;main game dapat uang? penasaran? klik aja https://t.co/QDyVmjHTji atau https://t.co/t4GVVaeVx5 https://t.co/3M4MQrwcqH;;;l;l;Bukan Keluhan;-;-;-
6,80302E+17;@ridwankamil kang tadi saya liat mobil plat B buang sampah sembarangan di psr baru,pas ditegur baik baik malah balik marah. Sebel da iihh...;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";buang sampah sembarangan;Pasar Baru ;-
6,80303E+17;RT @ridwankamil: ya udah, jgn pada komplain kalo macet masuk lewat pasteur. nuhun, https://t.co/SZN50e3P70;;;l;l;Bukan Keluhan;-;Pasteur;-
6,80305E+17;"RT @imeldaprasetyo: Pak, @ridwankamil kalau saya mau bikin film documentary yg meliput sepanjang jln cikutra &amp; cicadas, blh gak? mau saya k…";;;l;l;Bukan Keluhan;-;-;-
6,80308E+17;RT @infosebel: Masih ga percaya atulah bisa selfie sama papih @ridwankamil di GBK :') #PERSIB https://t.co/AF7NhMJTjs;;;l;l;Bukan Keluhan;-;-;-
6,80313E+17;@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 25/12 URC PJU, perbaikan lampu PJU jl Lengkong Besar https://t.co/XhszAksarB;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Lengkong Besar;-
6,80317E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 25/12 URC PJU, perbaikan lampu PJU jl Oto Iskandar Dinata https://t.co/5…;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Oto Iskandar Dinata;-
6,80317E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 25/12 URC PJU, perbaikan lampu PJU jl Cikawao https://t.co/jpbrh6mRWo;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Cikawao ;-
6,80317E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 25/12 URC PJU, perbaikan lampu PJU jl Lengkong Besar https://t.co/XhszAk…;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Lengkong Besar;-
6,80318E+17;@ridwankamil ini teh gimana kang mobil2 plat luar seenaknya parkir, muter balik ga ada sopan santunnya gini :(;k;;;k;Perhubungan;parkir sembarangan;-;-
6,80318E+17;@pdamtirtawening td sdh saya telp ke pdam dan jam 6  ngocor sejam,mohon jadwal tdk berubah rubah 503600670.nuhun;;;l;l;Pengelolaan Air & Sumber Daya Alam;air tidak mengalir;-;-
6,80325E+17;Punten kang@ridwankamil, di jalan subang antapani seeur mobil nu parkir disembarang tempat, ngagokan jalan. Mohon ditindak @infobdg;k;;;k;Perhubungan;parkir sembarangan;Jalan Subang Antapani ;-
6,80329E+17;RT @Rosaline_GeeG: Salute ama kang emil @ridwankamil hari gini masih ada aja yg rasis 😔 https://t.co/eHFiFPCAL6;;;l;l;Bukan Keluhan;-;-;-
6,80329E+17;RT @PRFMnews: 10.52: cc: @rescue_damkar RT @IndraKarmaka: kebakaran jl.moh.toha.blm ada damkar https://t.co/ZLOv42kvD0;;;l;l;Infrastruktur;kebakaran;Jalan Moh. Toha;-
6,80331E+17;Bau apa WOW bau sampah at Sekelimus @kel_batununggal terbawa angin dri TPS Jl.Sekelimus Barat mohon d perhatikan @PDKEBERSIHAN @ridwankamil;k;;;k;Pengelolaan Sampah;TPS / TPA;TPS Jalan Sekelimus Barat ;-
6,80334E+17;RT @indra_bhendo: Bau apa WOW bau sampah at Sekelimus @kel_batununggal terbawa angin dri TPS Jl.Sekelimus Barat mohon d perhatikan @PDKEBER…;k;;;k;Pengelolaan Sampah;TPS / TPA;TPS Jalan Sekelimus Barat ;-
6,80335E+17;@infobdg @ridwankamil pak mobil saya kejatohan ranting pohon si jalan cemara selatan mhn perhatiannya https://t.co/No3TNWniOV;k;;;k;Lingkungan Hidup;pohon tumbang;Jalan Cemara Selatan;-
6,80335E+17;Pa emg klo ke baksil popotoan aja bayar goceng gt perorangnya? Naha aku ngan popotoan aja diitghn sm sejenis preman daerah sini@ridwankamil;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";pungutan liar;Baksil ;-
6,80338E+17;RT @infobdg: #suaraBDG via @likalylk: mobil saya kejatohan ranting pohon di jl cemara selatan mhn perhatiannya cc: @diskamtam https://t.co/…;k;;;k;Lingkungan Hidup;pohon tumbang;Jalan Cemara Selatan;-
6,80339E+17;RT @infobdg: #suaraBDG via @likalylk: mobil saya kejatohan ranting pohon di jl cemara selatan mhn perhatiannya cc: @diskamtam https://t.co/…;k;;;k;Lingkungan Hidup;pohon tumbang;Jalan Cemara Selatan;-
6,80345E+17;@ridwankamil kang punten, d rel kereta api jalan laswi bnyk yg u-turn, bikin macet, tlg d amankan tq;k;;;k;Perhubungan;kemacetan;rel kerata api Jalan Laswi ;-
6,80348E+17;"Heuheu, anak kmrn sok ngajarin toleransi sm walkot RT @ShafiqPontoh: Mantaaabh kang @ridwankamil ☺️������������ https://t.co/U993sz4mpK""""";;;l;l;Bukan Keluhan;-;-;-
6,80349E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 25/12 URC Cibeunying,lanjutan pengerukan saluran jl Sunda-Veteran https:…;;r;;r;Infrastruktur;drainase / gorong - gorong;Jalan Sunda-Veteran ;-
6,8035E+17;"GB3 konsep #smartcard bs diawali langkah start dari 1)KRL bandungraya 2)ongkos TMB 3)beli barang d alfa &amp; indomrt @ridwankamil @aheryawan";;;l;l;Bukan Keluhan;-;-;-
6,80352E+17;@infobdg  @ridwankamil : parkir tiap sore di jl. R.E Martadinata... bikin macet https://t.co/hJ4Vr01x0z;k;;;k;Perhubungan;parkir sembarangan;Jalan R.E. Martadinata;-
6,80352E+17;Pak @ridwankamil jam operasional bis damri dr leuwipjg diperpanjang dong pak.... Naik angkot ga nyaman, ngetem nya lama banget...;k;;;k;Perhubungan;jam operasional bis damri ;Leuwipanjang;-
6,80353E+17;Bener ya;;;l;l;Bukan Keluhan;-;-;-
6,80353E+17;Dari 2 hari kemarin sudah komplain jawabannya 'iya nanti disampaikan sama yg piket' tp mana? @pdamtirtawening @ridwankamil;k;;;k;Pengelolaan Air & Sumber Daya Alam;air tidak mengalir;-;dua hari 
6,80353E+17;Sampai sy gak bisa jumatan karena gak ada air untuk mandi;k;;;k;Pengelolaan Air & Sumber Daya Alam;air tidak mengalir;-;-
6,80356E+17;RT @Satpolppbdg: Pengunjung taman Alun2 padat, tidak masalah selama taat aturan cc @ridwankamil @PemkotBandung @DiskominfoBdg https://t.co/…;;;l;l;Bukan Keluhan;-;-;-
6,80356E+17;RT @Satpolppbdg: Pengunjung taman Alun2 padat, tidak masalah selama taat aturan cc @ridwankamil @PemkotBandung @DiskominfoBdg https://t.co/…;;;l;l;Bukan Keluhan;-;-;-
6,80357E+17;RT @Satpolppbdg: Pengunjung taman Alun2 padat, tidak masalah selama taat aturan cc @ridwankamil @PemkotBandung @DiskominfoBdg https://t.co/…;;;l;l;Bukan Keluhan;-;-;-
6,80357E+17;RT @Satpolppbdg: Pengunjung taman Alun2 padat, tidak masalah selama taat aturan cc @ridwankamil @PemkotBandung @DiskominfoBdg https://t.co/…;;;l;l;Bukan Keluhan;-;-;-
6,80357E+17;RT @Satpolppbdg: Pengunjung taman Alun2 padat, tidak masalah selama taat aturan cc @ridwankamil @PemkotBandung @DiskominfoBdg https://t.co/…;;;l;l;Bukan Keluhan;-;-;-
6,80358E+17;RT @Satpolppbdg: Pengunjung taman Alun2 padat, tidak masalah selama taat aturan cc @ridwankamil @PemkotBandung @DiskominfoBdg https://t.co/…;;;l;l;Bukan Keluhan;-;-;-
6,80361E+17;RT @Satpolppbdg: Pengunjung taman Alun2 padat, tidak masalah selama taat aturan cc @ridwankamil @PemkotBandung @DiskominfoBdg https://t.co/…;;;l;l;Bukan Keluhan;-;-;-
6,80361E+17;RT @pdkebersihanbdg: Bersih, nyaman dan tertib #BandungBersih mari jaga kebersihan, buang sampah pd tempatnya cc @ridwankamil @OdedMD https…;;;l;l;Bukan Keluhan;-;-;-
6,80362E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 25/12 URC Bojonagara, lanjutan perbaikan jl dr Djundjunan https://t.co/P…;;r;;r;Infrastruktur;jalan rusak;Jalan dr. Djundjunan;-
6,80363E+17;@pdamtirtawening mohon bantuan segera, pipa pdam pecah, air meluber. Alamat: ruko setrasari plaza c no 3;k;;;k;Pengelolaan Air & Sumber Daya Alam;pipa bocor;ruko Setrasari Plaza C No. 3;-
6,80367E+17;RT @Satpolppbdg: Pengunjung taman Alun2 padat, tidak masalah selama taat aturan cc @ridwankamil @PemkotBandung @DiskominfoBdg https://t.co/…;;;l;l;Bukan Keluhan;-;-;-
6,80368E+17;@ridwankamil tolong lampu merah di perempatan daerah dago d perbaiki yang deket unikom, mati mulu;k;;;k;Perhubungan;lampu lalu lintas;perempatan Dago dekat UNIKOM ;-
6,8037E+17;mobil hoda jazz warna merah plat B nubruk anu hamil dipagerwangi trs kabur..teu tanggung jawab @ridwankamil;k;;;k;Perhubungan;kecelakaan / pelanggaran lalu lintas;Pagerwangi ;-
6,80372E+17;RT @ridwankamil: ya udah, jgn pada komplain kalo macet masuk lewat pasteur. nuhun, https://t.co/SZN50e3P70;;;l;l;Bukan Keluhan;-;-;-
6,80373E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 25/12 URC Bojonagara, lanjutan perbaikan jl dr Djundjunan https://t.co/P…;;r;;r;Infrastruktur;jalan rusak;Jalan dr. Djundjunan;-
6,80373E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 25/12 URC Cibeunying, pengerukan saluran jl Naripan https://t.co/JIAKLtN…;;r;;r;Infrastruktur;drainase / gorong - gorong;Jalan Naripan ;-
6,80373E+17;@partaisocmed @basuki_btp @kurawa @ridwankamil Kpan Indonesia mau maju klo stiap ada pmimpin yg krnya baik slalu  di adu domba..;;;l;l;Bukan Keluhan;-;-;-
6,80374E+17;RT @pdkebersihanbdg: Bersih, nyaman dan tertib #BandungBersih mari jaga kebersihan, buang sampah pd tempatnya cc @ridwankamil @OdedMD https…;;;l;l;Bukan Keluhan;-;-;-
6,80375E+17;RT @AbasBalapradana: @partaisocmed @basuki_btp @kurawa @ridwankamil Kpan Indonesia mau maju klo stiap ada pmimpin yg krnya baik slalu  di a…;;;l;l;Bukan Keluhan;-;-;-
6,80379E+17;RT @AbasBalapradana: @partaisocmed @basuki_btp @kurawa @ridwankamil Kpan Indonesia mau maju klo stiap ada pmimpin yg krnya baik slalu  di a…;;;l;l;Bukan Keluhan;-;-;-
6,80383E+17;Pak @ridwankamil ningali di TL mah air pdam di babakansari teu ngalalocor, tos teu ibak ti kamari pa, tiasa di bantos pak?;k;;;k;Pengelolaan Air & Sumber Daya Alam;air tidak mengalir;Babakansari ;-
6,80387E+17;terimakasih min infonya 🙇🙇 RT @whitelovers @sgyt @ridwankamil lo mau ke lembang, ciater, subang, pake cikapali aja, ga usah lewat bandung;;;l;l;Bukan Keluhan;-;-;-
6,80388E+17;PJU Jl.Veteran mulai simp Sunda hingga A.Yani padam @dbmpkotabdg @PRFMnews @PemkotBdg;k;;;k;Infrastruktur;lampu penerangan jalan umum;Jalan Veteran mulai simpang Sunda hingga Ahmad Yani  ;-
6,80389E+17;RT @AbasBalapradana: @partaisocmed @basuki_btp @kurawa @ridwankamil Kpan Indonesia mau maju klo stiap ada pmimpin yg krnya baik slalu  di a…;;;l;l;Bukan Keluhan;-;-;-
6,80389E+17;@PRFMnews @ridwankamil di trotoar jl Dalem Kaum tadi sore...... https://t.co/RdR5WYMDIx;;;l;l;Bukan Keluhan;-;-;-
6,80394E+17;Pak Mohon dukungan utk teman komunitas kita supaya jadian #EmenOlla2016 bantu RT aja ya pak :D @ridwankamil;;;l;l;Bukan Keluhan;-;-;-
6,80415E+17;Kanggo wargi nu cai @pdamtirtawening na teu ngocor2,hayu nga'doa mugi dipasihan sabar sareng rizki kanggo ngadamel sumur bor.cc@ridwankamil;k;;;k;Pengelolaan Air & Sumber Daya Alam;air tidak mengalir;-;-
6,80424E+17;@pdamtirtawening teu acan ngocor wae dugi dinten ieu..punten aya dua sasih..punten pisan diantos dirorompok..punten;k;;;k;Pengelolaan Air & Sumber Daya Alam;air tidak mengalir;-;dua hari 
6,80428E+17;"Setiap sabtu &amp; ahad kami tdk lagi bisa keluar dgn nyaman krn macet yg tdk manusiawi.Itu sebenarnya jalur sepedaan, tlg diatur @ridwankamil";k;;;k;Perhubungan;kemacetan;-;-
6,80428E+17;@TaubahS @ridwankamil kemacetan disebabkan peningkatan volume kendaraan yg akan menuju kawasan lembang cc @tmc_restabesbdg @dishub_kotabdg;k;;;k;Perhubungan;kemacetan;-;-
6,80429E+17;@dbmpkotabdg @ridwankamil @tmc_restabesbdg @dishub_kotabdg masa dr PPR ITB ke luar jln dago kl sabtu minggu 30-60 mnt.Hrs ada solusi u kami;k;;;k;Perhubungan;kemacetan ;PPR ITB Ke Jalan Dago ;-
6,80429E+17;RT @TaubahS: @dbmpkotabdg @ridwankamil @tmc_restabesbdg @dishub_kotabdg masa dr PPR ITB ke luar jln dago kl sabtu minggu 30-60 mnt.Hrs ada …;k;;;k;Perhubungan;kemacetan ;PPR ITB Ke Jalan Dago ;-
6,80431E+17;@dbmpkotabdg @ridwankamil @tmc_restabesbdg @dishub_kotabdg jln jadi rusak berat akibat kemacetan diakhir pekan. Beban jalan terlalu berat;k;;;k;Infrastruktur;jalan rusak;-;-
6,80431E+17;@dbmpkotabdg @ridwankamil @tmc_restabesbdg @dishub_kotabdg itu bukan jln raya, cuma jln kampung biasa. Berikan solusi u kami di dago giri;;;l;l;Bukan Keluhan;-;-;-
6,80431E+17;@ridwankamil kang emil,tolong di tata pasar ciroyom yg sampai tengah jalan,sama dipati ukur kalau pagi sampai tengah juga,biar gak semrawut;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";pasar;Pasar Ciroyom dan Dipatiukur;-
6,80433E+17;00.01: RT @dbmpkotabdg: URC PJU, perbaikan lampu PJU Jalan Veteran. https://t.co/mBsmpPTyk6;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Veteran;-
6,80433E+17;RT @PRFMnews: 00.01: RT @dbmpkotabdg: URC PJU, perbaikan lampu PJU Jalan Veteran. https://t.co/mBsmpPTyk6;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Veteran ;-
6,80448E+17;RT @PRFMnews: 00.01: RT @dbmpkotabdg: URC PJU, perbaikan lampu PJU Jalan Veteran. https://t.co/mBsmpPTyk6;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Veteran;-
6,80448E+17;tetapi hari ini masih boleh akan terjadi pada hari esok. @Bandung_Dinkes;;;l;l;Bukan Keluhan;-;-;-
6,80459E+17;@ridwankamil pak, jalan dago arah lembang deket terminal macet parah tiap kali ada polisi cepe, malu sama pendatang luar kota;k;;;k;Perhubungan;kemacetan;Jalan Dago arah Lembang dekat terminal ;-
6,80463E+17;RT @MIDORI_BANDUNG: @ridwankamil pak, jalan dago arah lembang deket terminal macet parah tiap kali ada polisi cepe, malu sama pendatang;k;;;k;Perhubungan;kemacetan;Jalan Dago arah Lembang dekat terminal ;-
6,80484E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 25/12 URC PJU, perbaikan lampu PJU jl Ibu Inggit Garnasih https://t.co/K…;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Ibu Inggit Ganarsih ;-
6,80484E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 25/12 URC PJU, perbaikan lampu PJU jl Asia Afrika https://t.co/5eyyZMtcQJ;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Asia Afrika;-
6,80484E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 25/12 URC PJU, perbaikan lampu PJU jl Naripan https://t.co/lcMLp3oYu6;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Naripan ;-
6,80484E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 25/12 URC PJU, perbaikan lampu PJU jl Permata Endah https://t.co/aoVrfdP…;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Permata Endah ;-
6,80511E+17;Pak wali @ridwankamil, usul kalo bisa tolong buatkan masjid sepanjang jalan soekarno-hatta. Biar mudah utk yg mau ke luar bandung beribadah;k;;;k;Bidang Lainnya;-;Jalan Soekarno Hatta;-
6,80522E+17;"@PRFMnews @dbmpkotabdg ; kpn giliran PJU di jln Parakam Waas diperbaiki ?";k;;;k;Infrastruktur;lampu penerangan jalan umum;Jalan Parakam Waas;-
6,80528E+17;@pdamtirtawening sampai hari ini air msh sering mati. Mohon info kami hrs menghubungi kemana? Nuhun;k;;;k;Pengelolaan Air & Sumber Daya Alam;air tidak mengalir;-;-
6,80529E+17;Mantap, hatur nuhun RT @dbmpkotabdg: @eka_harijanto @PRFMnews URC PJU, perbaikan lampu PJU jl Veteran https://t.co/XURD0A7Ob6;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Veteran ;-
6,80532E+17;"Pak @ridwankamil saya ditanyain mantan yg lagi honeymoon gini, bandros sudah beroperasi lagi atau belum?"" Mohon dibantu jawab ya pak.""";;;l;l;Bukan Keluhan;-;-;-
6,80547E+17;RT @Satpolppbdg: Pengunjung taman Alun2 padat, tidak masalah selama taat aturan cc @ridwankamil @PemkotBandung @DiskominfoBdg https://t.co/…;;;l;l;Bukan Keluhan;-;-;-
6,80549E+17;Punten @pdamtirtawening, bade tumaros .. Kenapa ya klo ada hari2 besar/libur nasional air teh sok teu ngocor? Nuhun.;k;;;k;Pengelolaan Air & Sumber Daya Alam;air tidak mengalir;-;-
6,8056E+17;#suaraBDG via @mochruslandi : air pdam wil. neglasari cikutra sdh beberapa hari tdk ngocor, mohon perhatiannya. Cc : @pdamtirtawening;k;;;k;Pengelolaan Air & Sumber Daya Alam;air tidak mengalir;Neglasari, Cikutra;-
6,80565E+17;Jangan parkir sembarangan ya Sudah banyak yg digembok. Lalin padat, sabar ya @ridwankamil @PRFMnews @relawan_bdg https://t.co/Qe91lWIXgR;;;l;l;Bukan Keluhan;-;-;-
6,80565E+17;RT @IWGinting: Jangan parkir sembarangan ya Sudah banyak yg digembok. Lalin padat, sabar ya @ridwankamil @PRFMnews @relawan_bdg https://t.c…;;;l;l;Bukan Keluhan;-;-;-
6,80568E+17;@ridwankamil pawali,pntn rada diprketat deui pengwlan mlm hari.Tdi pukul 3 ada aksi begal di jl.jkrta korbna pdgng psr lgsung mninggl ditmpt;k;;;k;Kriminalitas;begal;Jalan Jakarta;03.00
6,8057E+17;RT @IWGinting: Jangan parkir sembarangan ya Sudah banyak yg digembok. Lalin padat, sabar ya @ridwankamil @PRFMnews @relawan_bdg https://t.c…;;;l;l;Bukan Keluhan;-;-;-
6,80573E+17;@Satpolppbdg @DISBUDPAR_BDG sekitar cikapundung river point  ada kuda,sayang sekali area untuk pejalan kaki;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";kuda;Cikapundung river point;-
6,80573E+17;Itu artinya rute itu sdh byk tahu sbg alternatif buangan dr jl. Lembang yg rajin macetnya https://t.co/KRgEXMX1y9;;;l;l;Bukan Keluhan;-;Jalan Lembang;-
6,80575E+17;Macet di dago giri... ngga ada polisi yg ngatur... @PRFMnews @dbmpkotabdg https://t.co/GmPvW18Tx9;k;;;k;Perhubungan;kemacetan;Dago Giri ;-
6,80576E+17;Dear Kang Emil @ridwankamil, telah terjadi pungli di parkiran Farmhouse. Bayar parkir per mobil Rp 20ribu.. Sekian.;k;;;k;Perhubungan;pungutan liar;parkiran Farmhouse;-
6,80577E+17;@pdamtirtawening @PRFMnews air pdam sdh 3 hr tdk mengalir daerah jl garu, wuluku dsk kel. Bbk sari..mhn dbantu cc : @ridwankamil;k;;;k;Pengelolaan Air & Sumber Daya Alam;air tidak mengalir;Jalan Garu, Wuluku, Kel. Bbk Sari ;-
6,80578E+17;@pdamtirtawening jl wuluku 2 no 27a.. Mohon di bantu pak..;;;l;l;Bukan Keluhan;-;-;-
6,80579E+17;RT @MRinaldiSalman: @pdamtirtawening @PRFMnews air pdam sdh 3 hr tdk mengalir daerah jl garu, wuluku dsk kel. Bbk sari..mhn dbantu cc : @ri…;k;;;k;Pengelolaan Air & Sumber Daya Alam;air tidak mengalir;Jalan Garu, Wuluku, Kel. Bbk Sari ;-
6,80584E+17;@TaubahS @PRFMnews @dbmpkotabdg Dago Giri upami teu lepat mah jln kampung nu di ageungan;;;l;l;Bukan Keluhan;-;-;-
6,80584E+17;Jembatan yg tdk di design u mobil yg banyak, kalau patah kelebihan beban gimana?@PRFMnews @dbmpkotabdg @ridwankamil https://t.co/ycGSZdL8CG;k;;;k;Infrastruktur;jembatan;-;-
6,80584E+17;@eka_harijanto @PRFMnews @dbmpkotabdg wah ngga bisa kang, banyak jurangnya... jalan di sini sgt2 hancur, bnyk lubang besar2..;k;;;k;Infrastruktur;jalan rusak;-;-
6,80585E+17;@eka_harijanto @PRFMnews @dbmpkotabdg iya leres kang eka, jalan kampung yg diperlebar sedikit dan di aspal u jalan kampung.. kebayang kan...;;;l;l;Bukan Keluhan;-;-;-
6,80585E+17;@ridwankamil pak, gmana caranya kalau produk kita mau jadi merchandise kota bandung ? https://t.co/Kqs9Huaabp;;;l;l;Bukan Keluhan;-;-;-
6,80587E+17;@BangIbrahim @PRFMnews @dbmpkotabdg @ridwankamil nah itu, apakah tdk boleh digunakan sbg jalan tembus... krn mmg tdk di design u itu...;;;l;l;Bukan Keluhan;-;-;-
6,80587E+17;RT @IWGinting: Jangan parkir sembarangan ya Sudah banyak yg digembok. Lalin padat, sabar ya @ridwankamil @PRFMnews @relawan_bdg https://t.c…;;;l;l;Bukan Keluhan;-;-;-
6,80588E+17;RT @IWGinting: Jangan parkir sembarangan ya Sudah banyak yg digembok. Lalin padat, sabar ya @ridwankamil @PRFMnews @relawan_bdg https://t.c…;;;l;l;Bukan Keluhan;-;-;-
6,80589E+17;@IWGinting @ridwankamil @PRFMnews @relawan_bdg bohlam lampu lalin pada mati sebandung raya, siapa yg bisa di gembok?;k;;;k;Perhubungan;lampu lalu lintas;se-Bandung raya;-
6,80596E+17;cc @IWGinting @dbmpkotabdg RT @MohamadUsman2 2 contoh pengguna trotoar baru jalan jakarta https://t.co/cEf9wIrywi;;;l;l;Bukan Keluhan;-;-;-
6,80597E+17;RT @PRFMnews: cc @IWGinting @dbmpkotabdg RT @MohamadUsman2 2 contoh pengguna trotoar baru jalan jakarta https://t.co/cEf9wIrywi;;;l;l;Bukan Keluhan;-;-;-
6,80598E+17;RT @PRFMnews: cc @IWGinting @dbmpkotabdg RT @MohamadUsman2 2 contoh pengguna trotoar baru jalan jakarta https://t.co/cEf9wIrywi;;;l;l;Bukan Keluhan;-;-;-
6,80603E+17;Jadi kemarin saya ke kebun binatang bandung. Waktu disana juga pulang dari sana bukan seneng tapi sedih, perawatannya kurang @ridwankamil;k;;;k;"Kebudayaan; Pariwisata; dan Olahraga";kebun binatang;Kebun Binatang;-
6,80608E+17;Husen | 11:29: PDAM 5 hari air tidak mengalir tepatnya jl Wuluku no 30 rt 6 rw 10 Babakan sari cc: @pdamtirtawening;k;;;k;Pengelolaan Air & Sumber Daya Alam;air tidak mengalir;Jalan Wuluku No. 30 RT. 06 RW. 10 Babakan Sari;-
6,80611E+17;RT @IWGinting: Jangan parkir sembarangan ya Sudah banyak yg digembok. Lalin padat, sabar ya @ridwankamil @PRFMnews @relawan_bdg https://t.c…;;;l;l;Bukan Keluhan;-;-;-
